emp_no,first_name,last_name,tittle,salary,from_date,to_date
417435,Bouchung,Zaumen,Senior Staff,88979,1999-01-29,9999-01-01
418239,Josyula,Motley,Senior Engineer,65620,1992-09-05,9999-01-01
418247,Oscar,Oppitz,Senior Staff,58604,1995-06-30,9999-01-01
418298,Arvin,Pusterhofer,Senior Engineer,40000,1995-03-02,9999-01-01
418380,Kazuhiko,Gornas,Senior Engineer,41525,1993-05-20,9999-01-01
418309,Danel,Petereit,Senior Engineer,47095,1985-02-21,9999-01-01
418566,Kazuhide,Snedden,Senior Engineer,62954,1996-06-14,9999-01-01
418606,Michaela,Otillio,Engineer,41390,1994-01-05,9999-01-01
419099,Heon,Broomell,Staff,96271,1998-05-06,9999-01-01
418717,Arunachalam,Magliocco,Senior Staff,67967,1987-12-23,9999-01-01
418860,Ymte,Dalton,Senior Staff,51181,1992-11-22,9999-01-01
419953,Ung,Orlowski,Senior Staff,60803,1991-07-22,9999-01-01
420557,Mabhin,Eastman,Senior Staff,82355,1989-08-02,9999-01-01
420086,Susuma,Kitsuregawa,Senior Engineer,48457,1985-05-28,9999-01-01
420476,Mariangiola,Bolsens,Senior Staff,40000,1985-06-15,9999-01-01
420694,Frazer,Barbanera,Senior Staff,40000,1986-11-04,9999-01-01
420732,Willard,Morrin,Senior Staff,59288,1996-05-27,9999-01-01
420759,Raimond,Solovay,Staff,55608,1997-10-03,9999-01-01
420765,Shawna,Krider,Senior Staff,78825,1990-03-09,9999-01-01
421022,Shigeaki,Butner,Senior Staff,67327,1996-07-13,9999-01-01
420877,Khosrow,Erez,Senior Staff,48689,1990-02-11,9999-01-01
421033,Garnik,Randt,Senior Staff,87795,1989-12-23,9999-01-01
421312,Mariangiola,Bashian,Engineer,40000,1999-09-18,9999-01-01
421074,Zhaofang,Falster,Senior Staff,72554,1994-06-29,9999-01-01
421755,Shichao,Thiria,Senior Engineer,49914,1989-01-11,9999-01-01
421384,Renny,Bednarek,Senior Staff,40000,1987-06-01,9999-01-01
422146,Kenton,Miara,Engineer,40000,1999-05-14,9999-01-01
423327,Constantijn,Lichtman,Senior Staff,79684,1994-06-26,9999-01-01
422783,Jagoda,Uhrig,Engineer,40000,1995-09-01,9999-01-01
423038,Takushi,Strehl,Senior Staff,60743,1988-10-04,9999-01-01
423204,Uma,Stranks,Senior Staff,64505,1991-09-13,9999-01-01
423208,Joydip,Krone,Engineer,58830,1995-02-08,9999-01-01
423214,Tsutomu,Tetzlaff,Senior Staff,67902,1987-09-24,9999-01-01
423350,Heping,Monarch,Senior Staff,45927,1988-04-15,9999-01-01
423633,Mariusz,Tokunaga,Senior Engineer,51147,1985-02-11,9999-01-01
423993,Seshu,Kolvik,Technique Leader,40000,1988-12-09,9999-01-01
424685,Changho,Veevers,Senior Staff,44053,1997-03-03,9999-01-01
424569,Danco,Luff,Engineer,67193,1997-10-30,9999-01-01
424584,Kagan,Dredge,Senior Engineer,49152,1994-02-26,9999-01-01
424930,Xuejun,Reeker,Senior Staff,48452,1988-11-18,9999-01-01
424797,Theron,Itschner,Senior Staff,99526,1985-05-16,9999-01-01
424805,Jacqueline,Zallocco,Senior Staff,81079,1987-12-17,9999-01-01
424984,Vasilis,Waleschkowski,Engineer,40000,1996-05-26,9999-01-01
425437,Moni,Staudhammer,Engineer,43287,1999-03-23,9999-01-01
425830,Guther,Conia,Engineer,63504,1999-02-13,9999-01-01
425535,Alagu,Vieri,Senior Staff,80858,1986-08-23,9999-01-01
425540,Paddy,Zumaque,Senior Staff,53256,1995-11-12,9999-01-01
425757,Yongdong,Jiang,Senior Staff,65128,1990-10-13,9999-01-01
425780,Paris,Range,Senior Staff,65037,1989-10-25,9999-01-01
426153,Shahaf,Luce,Senior Staff,74658,1999-04-06,9999-01-01
426168,Kaijung,Mateescu,Senior Staff,51634,1987-11-18,9999-01-01
426228,Supot,Badache,Engineer,48175,1996-08-17,9999-01-01
426235,Danco,Rajala,Senior Staff,46445,1991-03-29,9999-01-01
425875,Jahangir,Kroft,Senior Staff,41046,1990-06-11,9999-01-01
426706,Karsten,Kawashima,Senior Engineer,52496,1994-03-15,9999-01-01
426644,Zejun,Broomell,Senior Engineer,66298,1995-01-19,9999-01-01
426958,Weijing,Viele,Senior Engineer,55729,1985-10-03,9999-01-01
426795,Huican,Lunn,Senior Staff,48445,1986-07-23,9999-01-01
426818,Gaurav,Fendler,Senior Staff,40000,1992-02-15,9999-01-01
426819,Sandeepan,Kulisch,Engineer,51809,1997-05-16,9999-01-01
426824,Gopalakrishnan,Mawatari,Senior Staff,58680,1988-10-29,9999-01-01
427313,Utpal,Kemmerer,Senior Staff,40000,1986-12-04,9999-01-01
427320,Mamdouh,Ramamoorthy,Senior Engineer,53985,2000-01-13,9999-01-01
427332,Feiyu,Hemaspaandra,Staff,50549,1995-06-04,9999-01-01
427571,Torsten,Ranta,Senior Engineer,55037,1987-12-11,9999-01-01
428082,Ronghao,Alpin,Senior Staff,40000,1991-09-11,9999-01-01
427776,Jaques,Navazio,Senior Staff,83358,1989-04-04,9999-01-01
427805,Haldun,Compeau,Senior Staff,66766,1997-10-15,9999-01-01
427823,Jaques,Gecsei,Staff,46107,1999-07-13,9999-01-01
427852,Adil,Kieras,Senior Engineer,48349,1992-07-20,9999-01-01
428160,Jamaludin,Kalorkoti,Senior Staff,62732,1993-07-14,9999-01-01
428195,Hatsukazu,Rosca,Senior Staff,63119,1986-10-13,9999-01-01
428219,Ghassan,Androutsos,Senior Staff,84926,1987-12-26,9999-01-01
429087,Hugh,Senzako,Technique Leader,51383,1992-10-15,9999-01-01
428917,Theron,Billawala,Senior Engineer,40000,1989-02-17,9999-01-01
429249,Alassane,Wolniewicz,Senior Engineer,40000,1986-10-06,9999-01-01
429231,Kazuyasu,Schmiedel,Senior Staff,85371,1985-09-07,9999-01-01
429316,Seshu,Hiraishi,Senior Staff,40000,1994-08-10,9999-01-01
429238,Mona,Luck,Senior Staff,98463,1989-05-11,9999-01-01
429481,Subhada,Emmerich,Engineer,50310,1996-03-06,9999-01-01
429381,Limsoon,Roohalamini,Senior Staff,75021,1986-11-26,9999-01-01
429569,Fumiya,Chappelet,Engineer,47441,1992-09-03,9999-01-01
429520,Yongqiao,Francisci,Engineer,64463,1999-12-01,9999-01-01
429532,Bartek,Vendrig,Senior Staff,68137,1991-11-12,9999-01-01
429954,Renny,Gladwell,Staff,77431,1999-02-27,9999-01-01
429703,Ung,Honglei,Senior Staff,40000,1986-09-02,9999-01-01
429899,Ranan,Marsiglia,Staff,40554,1999-08-13,9999-01-01
430558,Xiong,Roisin,Senior Engineer,40000,1988-03-01,9999-01-01
430054,Erzsebet,Setiz,Senior Engineer,91507,1993-06-10,9999-01-01
430593,Janalee,Lanzelotte,Senior Staff,40000,1997-12-01,9999-01-01
430631,Kersti,Marsiglia,Engineer,55205,1994-02-19,9999-01-01
430891,Khalil,Gien,Senior Engineer,68320,1991-08-06,9999-01-01
431576,Masamitsu,Back,Senior Staff,76741,1987-03-25,9999-01-01
432031,Adamantios,Matzat,Senior Staff,60534,1987-03-01,9999-01-01
431657,Visit,Thiran,Senior Engineer,40000,1986-11-14,9999-01-01
431882,Hideo,Varman,Engineer,53101,1997-06-19,9999-01-01
431887,Poorav,Ranst,Senior Engineer,44157,1996-06-01,9999-01-01
432034,Arfst,Uehara,Senior Staff,50138,1993-11-15,9999-01-01
432399,Nitsan,Nollmann,Senior Engineer,40000,1990-09-10,9999-01-01
432121,Alair,Straney,Senior Staff,40000,1986-11-15,9999-01-01
432257,Kwangjo,Hiltgen,Engineer,84748,1998-12-22,9999-01-01
432261,Arve,Bergere,Senior Engineer,73145,1987-07-28,9999-01-01
432665,Flemming,Driscoll,Senior Engineer,42199,1991-06-28,9999-01-01
432523,Takahiro,Maquelin,Engineer,77172,1997-07-21,9999-01-01
433059,Bojan,Montresor,Staff,83650,1995-02-04,9999-01-01
432787,Toshiko,Ibel,Senior Engineer,41515,1996-11-23,9999-01-01
432956,Qunsheng,Birrer,Senior Staff,59603,1986-05-13,9999-01-01
433260,Make,Olivero,Engineer,40000,1991-06-01,9999-01-01
433157,Tomofumi,Serna,Staff,84693,1999-10-23,9999-01-01
433438,Keiichiro,Miyakawa,Senior Staff,86599,1993-09-12,9999-01-01
434845,Takushi,Skogmar,Senior Staff,56010,1985-06-07,9999-01-01
435042,Brigham,Borstler,Staff,55687,1995-10-09,9999-01-01
434936,Sahrah,Rosis,Senior Engineer,54397,1994-06-24,9999-01-01
435181,Kazuhide,Fiutem,Senior Staff,40000,1992-05-10,9999-01-01
435060,Moie,Lieblein,Staff,48951,1996-07-12,9999-01-01
435305,Berthier,Pramanik,Senior Staff,61083,1993-01-23,9999-01-01
435289,Feixiong,Schurmann,Senior Staff,78074,1987-02-15,9999-01-01
435370,Conal,Basart,Senior Staff,56330,1991-05-17,9999-01-01
435774,Olivera,Bharadwaj,Senior Staff,62182,1992-04-01,9999-01-01
435588,Genta,Pepe,Senior Staff,40000,1994-04-12,9999-01-01
435602,Dietrich,Kranzdorf,Senior Staff,70591,1992-10-04,9999-01-01
435791,Hercules,Speer,Senior Engineer,41333,1994-03-07,9999-01-01
436915,Feixiong,Haraldson,Staff,40000,1998-10-11,9999-01-01
436558,Subir,Greibach,Senior Engineer,59648,1992-05-24,9999-01-01
436797,Ohad,Henders,Senior Staff,47748,1990-11-03,9999-01-01
436827,Wojceich,Limongiello,Senior Staff,42069,1988-03-10,9999-01-01
437369,Kazuhide,Biran,Senior Staff,44053,1995-01-25,9999-01-01
437276,Dines,DeMori,Senior Staff,52997,1987-12-07,9999-01-01
437395,Sumant,Thambidurai,Senior Staff,75620,1994-01-02,9999-01-01
437724,Erez,Luft,Staff,53468,1994-12-14,9999-01-01
438038,Lena,Giaccio,Senior Staff,77091,1999-03-17,9999-01-01
437870,Kerhong,Lorho,Staff,65132,1995-06-18,9999-01-01
438264,Rasikan,Barreiro,Senior Staff,42706,1991-09-27,9999-01-01
438557,Lidong,Swist,Engineer,40000,1999-09-16,9999-01-01
439905,Kousuke,Levasseur,Senior Staff,56753,1990-03-16,9999-01-01
439377,Mari,Plessier,Senior Engineer,40000,1997-07-04,9999-01-01
439924,Gunilla,Kisuki,Senior Staff,81991,1994-08-14,9999-01-01
440325,Douadi,Sullins,Senior Staff,70248,1999-09-25,9999-01-01
440937,Fabrizio,Usery,Senior Staff,55815,1992-10-13,9999-01-01
440435,Sandeepan,Rosti,Senior Engineer,40000,1991-11-26,9999-01-01
440450,Tzvetan,Scharstein,Senior Staff,42474,1994-06-16,9999-01-01
440642,Snehasis,Kalsbeek,Senior Staff,96916,1988-01-06,9999-01-01
440870,Filipp,Hasham,Senior Staff,40000,1990-07-11,9999-01-01
441536,Chinho,Collette,Senior Engineer,40000,1990-08-07,9999-01-01
441197,Miquel,Legleitner,Senior Staff,56738,1985-06-28,9999-01-01
442002,Ravishankar,Baig,Senior Staff,72966,1992-03-17,9999-01-01
441954,Leszek,Marchegay,Engineer,42564,1999-06-13,9999-01-01
442490,Navid,Luke,Engineer,90851,1994-10-17,9999-01-01
441965,Claudi,Heijenga,Senior Staff,40000,1988-08-30,9999-01-01
442096,Martijn,DiGiano,Senior Engineer,52432,1990-06-15,9999-01-01
442312,Zengping,Cusworth,Senior Engineer,50796,1991-06-07,9999-01-01
442700,Siddarth,Masada,Staff,52753,1997-08-11,9999-01-01
442653,Mona,Hebden,Engineer,64003,1995-10-20,9999-01-01
443485,Marke,Klerer,Senior Staff,54884,1990-04-14,9999-01-01
442898,Aksel,Gire,Engineer,40000,1999-06-27,9999-01-01
443108,Christfried,Atrawala,Senior Staff,60079,1990-07-13,9999-01-01
443841,Shaw,Kading,Senior Staff,91933,1992-07-16,9999-01-01
443873,Vatsa,Ramsay,Senior Staff,60024,1994-02-04,9999-01-01
444208,Irena,Cesareni,Senior Staff,81161,1985-10-30,9999-01-01
444070,Heping,Skrikant,Senior Staff,40000,1990-11-27,9999-01-01
444099,Kousuke,Worfolk,Senior Staff,81037,1988-03-22,9999-01-01
444643,Berna,Schonegge,Staff,40000,1998-06-28,9999-01-01
444465,Prasadram,Bultermann,Senior Engineer,47281,1997-08-29,9999-01-01
444487,Udi,Rullman,Senior Engineer,40000,1994-04-09,9999-01-01
445152,Heping,Peac,Senior Staff,49949,1985-03-20,9999-01-01
445067,Eldridge,Kawashima,Senior Engineer,45253,1990-02-27,9999-01-01
445226,Oscar,Baumann,Senior Engineer,40000,1987-01-22,9999-01-01
445723,Gaurav,Roison,Senior Staff,55964,1986-10-22,9999-01-01
445570,Van,Nations,Technique Leader,46882,1986-08-11,9999-01-01
446121,Fay,Cochrane,Staff,66901,1999-12-13,9999-01-01
445941,Masako,Dechter,Technique Leader,41871,1985-09-25,9999-01-01
445950,Ebru,Valtorta,Senior Engineer,40000,1992-12-09,9999-01-01
447018,Dannz,Miara,Senior Engineer,40000,1992-12-04,9999-01-01
446306,Hercules,Kabayashi,Senior Engineer,52162,1991-06-10,9999-01-01
446424,DAIDA,Nooteboom,Senior Engineer,58549,1985-11-24,9999-01-01
446897,Takahiro,Dalton,Technique Leader,40000,1992-09-30,9999-01-01
446959,Aram,Passino,Senior Engineer,46058,1995-01-28,9999-01-01
447232,Aleksander,Schaaf,Senior Staff,102759,1995-05-26,9999-01-01
447135,Gennady,Rouquie,Senior Staff,40000,1989-08-24,9999-01-01
447376,Kirk,Zongker,Staff,70592,1999-12-10,9999-01-01
447613,Paris,Restivo,Senior Engineer,43894,1986-11-21,9999-01-01
447544,Stabislas,Kakkad,Senior Staff,86434,1989-02-19,9999-01-01
447877,Make,Heuser,Senior Engineer,40000,1988-07-02,9999-01-01
447982,Shiv,Baezner,Senior Engineer,40000,1990-12-17,9999-01-01
447931,Martijn,Jeong,Senior Staff,72595,1990-12-14,9999-01-01
447966,Kamakshi,Hebert,Senior Engineer,57165,1997-01-17,9999-01-01
447999,Shiv,Vilarrasa,Senior Engineer,48626,1990-08-01,9999-01-01
448900,Mart,Talmor,Staff,55122,1999-05-11,9999-01-01
448769,Mong,Dichev,Technique Leader,56886,1997-10-11,9999-01-01
448918,Chiradeep,Arlazarov,Senior Engineer,48275,1989-10-06,9999-01-01
449189,Jahangir,Bernatsky,Senior Staff,52150,1995-09-30,9999-01-01
448994,Haldun,Syang,Staff,55952,1997-02-11,9999-01-01
449984,Hinrich,Perin,Senior Engineer,40000,1985-11-20,9999-01-01
449815,Fumitaka,Quittner,Senior Staff,43762,1988-04-20,9999-01-01
450255,Udo,Waymire,Technique Leader,40000,1986-06-14,9999-01-01
450184,Selwyn,Henseler,Senior Engineer,57687,1993-03-09,9999-01-01
450309,Gill,Orlowska,Technique Leader,47695,1986-12-25,9999-01-01
450475,Saeed,Bahl,Senior Staff,41804,1991-01-29,9999-01-01
450934,Chanjung,Raoux,Senior Engineer,40000,1992-05-25,9999-01-01
450817,DAIDA,Frolund,Senior Engineer,56583,1987-07-17,9999-01-01
450888,Sedat,Rande,Senior Staff,55308,1995-03-25,9999-01-01
450936,Yuriy,Ponthieu,Senior Staff,49451,1991-12-11,9999-01-01
451333,Radhika,Bonifati,Senior Staff,40000,1995-03-11,9999-01-01
451253,Jaihie,Ozeri,Senior Staff,66577,1991-06-21,9999-01-01
451272,Jacopo,Krohm,Senior Engineer,50905,1991-04-24,9999-01-01
452137,Subir,Miake,Senior Engineer,59812,1993-07-11,9999-01-01
451275,Bedrich,Isard,Senior Staff,40000,1986-06-07,9999-01-01
452206,Arra,Esposito,Staff,57175,1994-11-03,9999-01-01
453070,Aran,Rosenbaum,Senior Staff,40000,1991-04-25,9999-01-01
452325,Taiji,Berstel,Senior Engineer,71879,1996-12-02,9999-01-01
452347,Shigeichiro,Brattka,Senior Staff,56042,1996-07-13,9999-01-01
452365,Fei,Gadepally,Engineer,40000,1988-11-13,9999-01-01
452956,Gou,Thombley,Senior Engineer,44716,1987-04-09,9999-01-01
452957,Alair,Nanard,Staff,60350,1996-02-10,9999-01-01
452982,Lobel,Aloia,Senior Staff,103154,1994-12-29,9999-01-01
453644,Berni,Takkinen,Senior Staff,60389,1992-06-08,9999-01-01
453154,Gao,Lally,Staff,40000,1996-03-01,9999-01-01
453790,Fai,Keirsey,Senior Engineer,59270,1994-10-12,9999-01-01
453688,Chinya,Leslie,Engineer,40000,1995-10-28,9999-01-01
453723,Arne,Kohling,Senior Engineer,40996,1985-12-13,9999-01-01
453760,Ewing,Rajala,Senior Staff,40000,1996-06-21,9999-01-01
454378,Gina,Ossenbruggen,Technique Leader,63514,1998-01-03,9999-01-01
453913,Stein,Perng,Senior Staff,66997,1993-04-29,9999-01-01
454338,Mohammed,Georg,Engineer,40000,1998-08-03,9999-01-01
454791,Xiaoqiu,Pietracaprina,Senior Engineer,70297,1994-07-09,9999-01-01
454736,Nechama,Ermel,Engineer,45224,1995-06-05,9999-01-01
454825,Kamakshi,Schusler,Senior Engineer,55857,1995-05-25,9999-01-01
454994,Mohan,Picht,Senior Engineer,40000,1991-02-24,9999-01-01
455284,Luisa,Baig,Senior Engineer,40000,1996-07-12,9999-01-01
455175,Soenke,Zaumen,Senior Staff,40000,1992-02-22,9999-01-01
455726,Qiwen,Kriebel,Senior Staff,89978,1987-12-13,9999-01-01
455914,Peer,Angelopoulos,Senior Engineer,62820,1989-07-23,9999-01-01
455814,Giao,DuCasse,Senior Engineer,40757,1991-07-19,9999-01-01
456767,Tetsurou,Schreiter,Senior Staff,81806,1987-07-17,9999-01-01
457070,Gay,Plavsic,Senior Staff,40000,1987-08-06,9999-01-01
456982,Shounak,Dratva,Senior Engineer,41631,1989-01-05,9999-01-01
457305,Sorina,Lakshmanan,Staff,71290,1994-09-03,9999-01-01
457146,Jinpo,Heyers,Staff,58534,1999-01-07,9999-01-01
457411,Xudong,Peck,Senior Engineer,40000,1988-04-18,9999-01-01
457337,Xumin,Beidas,Technique Leader,40000,1995-04-27,9999-01-01
457489,Berna,Ranst,Senior Engineer,42727,1985-05-14,9999-01-01
457611,Indrajit,Krogh,Engineer,40000,1998-09-18,9999-01-01
457813,Foong,Gargeya,Senior Engineer,40000,1992-01-24,9999-01-01
457776,Florian,Siepmann,Senior Engineer,42709,1987-12-21,9999-01-01
457832,Jackson,Zielinski,Senior Engineer,40000,1997-09-12,9999-01-01
458383,Mabhin,Foote,Engineer,40000,1999-04-23,9999-01-01
457938,Arch,Picco,Senior Staff,56568,1993-06-07,9999-01-01
458111,Florian,Tramer,Engineer,76812,1999-11-07,9999-01-01
458134,Thanasis,Standera,Senior Staff,40000,1985-03-20,9999-01-01
458191,George,Atchley,Staff,71591,1997-07-02,9999-01-01
458790,Ramya,Azadmanesh,Senior Engineer,40000,1988-11-19,9999-01-01
458726,Shahaf,Kitai,Senior Staff,40000,1986-12-26,9999-01-01
459356,Pramod,Wendorf,Engineer,40000,1998-12-25,9999-01-01
459172,Val,Rissanen,Engineer,58787,1993-11-20,9999-01-01
459429,Mohit,Verhaegen,Senior Staff,92397,1992-05-27,9999-01-01
460131,Adly,Hambrick,Staff,68182,1997-07-25,9999-01-01
459685,Hirochika,Goldhammer,Engineer,44433,1998-03-12,9999-01-01
460920,Remzi,Mitzlaff,Senior Staff,77844,1986-04-06,9999-01-01
460691,Munehiko,Gihr,Senior Staff,40000,1989-12-06,9999-01-01
460707,Yoshinari,Lanteri,Senior Engineer,40000,1996-12-25,9999-01-01
461270,Mrinalini,Mawatari,Staff,76737,1996-01-03,9999-01-01
461120,Shietung,Gelosh,Senior Engineer,68304,1996-03-26,9999-01-01
461801,Sumali,Cooman,Senior Staff,59006,1992-02-16,9999-01-01
462493,Paloma,Gerlach,Senior Engineer,40000,1988-07-26,9999-01-01
462795,Somnath,Cummings,Senior Staff,47611,1994-07-10,9999-01-01
463023,Itzchak,Penn,Staff,53407,1999-01-21,9999-01-01
463212,Ramya,Rossi,Senior Engineer,47857,1987-03-02,9999-01-01
463099,Jinxi,Schmiedel,Senior Staff,59911,1990-09-21,9999-01-01
463472,Jaber,Sethi,Technique Leader,40000,1995-06-06,9999-01-01
465501,Mrinalini,Gire,Senior Staff,40000,1992-11-09,9999-01-01
463495,Alenka,Barriga,Senior Staff,40000,1988-05-06,9999-01-01
464284,Huiqun,Henders,Senior Staff,85882,1993-05-19,9999-01-01
464303,Abdelghani,Nyrup,Senior Staff,48803,1986-08-02,9999-01-01
465062,Stafford,Gist,Senior Engineer,44624,1988-05-07,9999-01-01
465076,Tokuyasu,Ghelli,Senior Engineer,58601,1985-05-05,9999-01-01
465085,Vidar,Gunderson,Senior Staff,40000,1996-03-18,9999-01-01
465409,Shahid,Varman,Senior Staff,67038,1985-08-27,9999-01-01
465853,Kwan,Kampfer,Staff,40000,1998-10-16,9999-01-01
465711,Lakshmi,Frijda,Senior Engineer,54507,1990-04-21,9999-01-01
465874,Herb,Picht,Engineer,72099,1985-05-31,9999-01-01
466509,Bezalel,Verhoeff,Senior Engineer,40000,1988-03-22,9999-01-01
466064,Temple,Danlos,Senior Staff,48435,1994-06-13,9999-01-01
466367,Hiroyasu,Strandh,Senior Staff,40000,1989-06-05,9999-01-01
466603,Yechezkel,Nourani,Senior Staff,54724,1991-08-01,9999-01-01
466745,Boalin,Birsak,Senior Staff,40000,1995-10-16,9999-01-01
467176,Przemyslawa,Borovoy,Senior Staff,56585,1993-06-18,9999-01-01
467269,Nahum,Lambe,Technique Leader,40000,1989-08-31,9999-01-01
467591,Kiyotoshi,Hennebert,Staff,52731,1997-09-21,9999-01-01
467392,Mariusz,Rikino,Senior Engineer,45749,1995-04-13,9999-01-01
467441,Margareta,Bondorf,Senior Engineer,40000,1988-11-07,9999-01-01
467886,Sivanarayana,Chandrasekhar,Senior Staff,66865,1996-01-24,9999-01-01
467918,Tsuneo,Skrikant,Staff,40000,1997-10-21,9999-01-01
468417,Kamakshi,Huhdanpaa,Senior Engineer,40000,1993-08-26,9999-01-01
468360,Huei,Saoudi,Technique Leader,40000,1994-08-10,9999-01-01
468659,Ranga,Lemarechal,Senior Engineer,40000,1989-11-05,9999-01-01
469253,Baruch,Basawa,Senior Engineer,40000,1993-09-17,9999-01-01
468773,Baziley,Brookner,Senior Engineer,41553,1993-09-22,9999-01-01
469104,Nadjib,Comellas,Senior Engineer,42499,1996-04-18,9999-01-01
469269,Weiyi,Codenie,Senior Engineer,40000,1989-05-27,9999-01-01
469399,Hongzhu,Ruemmler,Engineer,51576,1999-02-14,9999-01-01
469527,Halsur,Ibel,Staff,43350,1998-03-05,9999-01-01
469529,Neven,Rikino,Senior Engineer,40247,1988-10-21,9999-01-01
469735,Arif,Stranks,Senior Engineer,65879,1992-11-16,9999-01-01
469867,Hein,Jonsson,Senior Staff,49974,1985-02-12,9999-01-01
471397,Nigel,Zirintsis,Engineer,40000,1999-01-03,9999-01-01
469366,Aiman,Wilfing,Senior Engineer,48989,1990-12-30,9999-01-01
470456,Reuven,Oehlmann,Senior Staff,45633,1986-03-29,9999-01-01
470472,Zhiguo,Staudhammer,Senior Engineer,40000,1985-12-03,9999-01-01
472052,Godehard,Chinal,Assistant Engineer,52516,1995-12-09,9999-01-01
471532,Feiyu,Decleir,Technique Leader,46522,1998-09-13,9999-01-01
471552,Basem,Lortz,Staff,42758,1997-10-25,9999-01-01
471911,Arun,Zaccaria,Engineer,40000,1990-05-31,9999-01-01
472143,Yahiko,Sommen,Senior Staff,78806,1996-08-14,9999-01-01
471939,Kazuhiko,Marshall,Staff,69487,1999-11-16,9999-01-01
472790,Zhenbing,Ibel,Senior Engineer,55035,1985-10-29,9999-01-01
472238,Jungsoon,Gubsky,Senior Engineer,52860,1990-10-09,9999-01-01
473268,Hugo,Sgarro,Senior Staff,55564,1992-04-24,9999-01-01
472950,Weidon,Fordan,Senior Engineer,60425,1986-03-27,9999-01-01
473299,Khaled,Penn,Senior Staff,83582,1992-05-19,9999-01-01
473490,Pantung,Reeker,Senior Staff,40000,1992-05-11,9999-01-01
474331,Sugwoo,Eugenio,Senior Staff,40000,1991-10-06,9999-01-01
473940,Avishai,Majewski,Engineer,46814,1998-01-10,9999-01-01
474763,Mayuko,Clouatre,Engineer,61436,1997-09-04,9999-01-01
474796,Zongyan,Shackel,Technique Leader,68336,1986-11-09,9999-01-01
475087,Genevieve,Snedden,Senior Engineer,40000,1988-10-21,9999-01-01
475538,Christophe,Leaver,Staff,40000,1998-10-31,9999-01-01
475258,Fumiyo,Feinberg,Senior Staff,40000,1987-11-22,9999-01-01
475938,Shigeaki,Lanteri,Senior Engineer,40000,1989-02-17,9999-01-01
475965,Rimon,Pietracaprina,Senior Engineer,40000,1985-07-10,9999-01-01
476055,Girolamo,Schlumberger,Senior Staff,40000,1993-03-07,9999-01-01
477350,Terresa,Vigier,Staff,47167,1998-07-08,9999-01-01
476122,Khun,Spieker,Engineer,40000,1995-05-07,9999-01-01
476327,Reinhold,Binkley,Senior Engineer,51519,1995-05-29,9999-01-01
476361,Doohun,Preusig,Technique Leader,42446,1985-04-13,9999-01-01
477969,Bluma,Mundy,Senior Engineer,40000,1991-10-18,9999-01-01
477578,Marit,Paludetto,Senior Engineer,83068,1990-09-30,9999-01-01
478007,Fumino,Narahara,Senior Engineer,47559,1991-09-21,9999-01-01
478439,Yuichiro,Bale,Technique Leader,47250,1997-11-04,9999-01-01
478170,Doowon,Schoegge,Engineer,40000,1994-05-29,9999-01-01
478218,Djenana,Erol,Engineer,65244,1999-01-31,9999-01-01
478858,Hidekazu,Perna,Staff,40000,1999-11-08,9999-01-01
478768,Arun,Katzenelson,Senior Engineer,67237,1991-10-28,9999-01-01
479024,Ewing,Kalorkoti,Engineer,60882,1996-12-21,9999-01-01
478799,Shaw,Borovoy,Senior Staff,40297,1991-05-11,9999-01-01
478833,Pradeep,Valiente,Senior Engineer,83315,1992-09-19,9999-01-01
479601,Kayoko,Bahi,Staff,65786,1997-02-19,9999-01-01
479407,Randi,Tomescu,Senior Engineer,46866,1986-11-25,9999-01-01
480035,Sukumar,Georg,Senior Staff,40000,1990-03-27,9999-01-01
479695,Masamitsu,Murrill,Senior Staff,40176,1996-06-27,9999-01-01
480178,Uinam,Rahier,Senior Staff,55930,1991-02-10,9999-01-01
480066,Suebskul,Menhardt,Senior Engineer,40000,1994-07-26,9999-01-01
480407,Deniz,Bennis,Senior Engineer,40000,1989-06-24,9999-01-01
480268,Gaurav,Cheshire,Technique Leader,44209,1989-03-30,9999-01-01
481050,Weiru,Burnard,Senior Staff,50385,1990-10-15,9999-01-01
482755,Jouni,Conia,Senior Staff,77972,1994-10-31,9999-01-01
481213,Shigehiro,Haldar,Senior Staff,73617,1991-12-14,9999-01-01
481397,Luisa,Chelton,Assistant Engineer,40000,1998-08-13,9999-01-01
481764,Teiji,Marrakchi,Senior Engineer,60322,1986-08-26,9999-01-01
481790,Haldun,Erie,Senior Engineer,50133,1996-09-12,9999-01-01
482335,Kwangyoen,Peck,Engineer,56445,1994-01-16,9999-01-01
482354,Jayson,Zockler,Staff,40000,1999-11-06,9999-01-01
482905,Aral,Hebden,Senior Staff,65709,1991-09-10,9999-01-01
482885,Shaunak,Brizzi,Senior Engineer,49347,1988-09-02,9999-01-01
482944,Duke,Journel,Senior Staff,96529,1991-10-26,9999-01-01
483401,Rosita,Pokrovskii,Senior Staff,50685,1996-08-03,9999-01-01
483825,Marek,Mitchem,Senior Engineer,52817,1992-11-20,9999-01-01
483675,Hausi,Kamber,Senior Engineer,40000,1988-02-16,9999-01-01
483838,Sham,Kavanagh,Assistant Engineer,40000,1997-12-18,9999-01-01
484498,Herbert,Hammerschmidt,Senior Engineer,66106,1996-08-22,9999-01-01
483978,Dung,Tanemo,Senior Staff,100425,1990-01-28,9999-01-01
484126,Manton,Lueh,Senior Staff,48754,1989-04-07,9999-01-01
